Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Simplified
"Grief weighs heavy, tears a constant companion.",Grief,Evening,TearfulSoul,Facebook,#Grief #Tears,12.0,25.0, Canada        ,2015,10,18,15,Negative
"Loneliness in a crowded room, a silent cry for connection.",Loneliness,Evening,IsolatedMind,Twitter,#Loneliness #SeekingConnection,15.0,30.0, UK            ,2019,7,12,18,Negative
"Jealousy gnaws at my confidence, a toxic emotion.",Jealousy,Evening,SelfDoubt,Instagram,#Jealousy #Insecurity,8.0,15.0, India         ,2018,6,3,16,Negative
"Resentment festers, poisoning relationships.",Resentment,Afternoon,BrokenTrust,Facebook,#Resentment #BrokenTrust,10.0,20.0, Australia    ,2022,1,15,12,Negative
"Frustration boils over, a volcanic eruption of emotions.",Frustration,Afternoon,ExplosiveMind,Twitter,#Frustration #EmotionalOutburst,12.0,25.0, USA          ,2017,4,10,14,Negative
"Boredom settles like dust, life feels mundane.",Boredom,Night,MundaneHeart,Instagram,#Boredom #Monotony,7.0,15.0, Canada        ,2016,11,28,19,Negative
"Anxiety grips my chest, a relentless grip on my thoughts.",Anxiety,Morning,RestlessMind,Facebook,#Anxiety #Restlessness,10.0,20.0, UK            ,2018,9,5,9,Negative
"Intimidation by the challenges ahead, fear takes hold.",Intimidation,Evening,FearfulJourney,Twitter,#Intimidation #FacingFear,15.0,30.0, India         ,2021,10,22,18,Negative
"Helplessness engulfs me, drowning in a sea of problems.",Helplessness,Afternoon,OverwhelmedSoul,Instagram,#Helplessness #Struggling,8.0,15.0, Australia    ,2019,5,8,14,Negative
"Envy poisons my thoughts, coveting others' success.",Envy,Afternoon,GreenEyedMonster,Facebook,#Envy #Success,10.0,20.0, Canada        ,2017,3,20,11,Negative
Regret for decisions that led to a painful present.,Regret,Evening,RegretfulMind,Twitter,#Regret #PastChoices,12.0,25.0, USA          ,2018,12,15,16,Negative
Disgust at the corruption that stains society.,Disgust,Morning,CorruptedHeart,Instagram,#Disgust #Corruption,7.0,15.0, UK            ,2016,7,1,9,Negative
"Sinking in despair, each day darker than the last.",Despair,Night,DrowningSoul,Facebook,#Despair #DarkDays,10.0,20.0, India         ,2020,8,20,20,Negative
"Grief overwhelms, a storm of emotions within.",Grief,Evening,StormyHeart,Twitter,#Grief #EmotionalStorm,12.0,25.0, Canada        ,2021,2,25,15,Negative
"Loneliness echoes in empty spaces, yearning for connection.",Loneliness,Evening,EchoingSoul,Instagram,#Loneliness #YearningForConnection,15.0,30.0, Australia     ,2019,9,12,18,Negative
"Jealousy poisons my thoughts, resentment brewing within.",Jealousy,Evening,PoisonedMind,Facebook,#Jealousy #Resentment,8.0,15.0, USA           ,2018,8,5,16,Negative
"Resentment festers, a wound that refuses to heal.",Resentment,Afternoon,UnforgivingSoul,Twitter,#Resentment #Unforgiving,10.0,20.0, India         ,2017,1,12,12,Negative
"Frustration escalates, a thunderstorm of emotions.",Frustration,Afternoon,ThunderingMind,Instagram,#Frustration #EmotionalOutburst,12.0,25.0, UK            ,2022,4,5,14,Negative
"Boredom lingers, a stagnant pool of indifference.",Boredom,Night,StagnantHeart,Facebook,#Boredom #Stagnation,7.0,15.0, Canada        ,2021,10,2,19,Negative
"Embarking on a journey of discovery, fueled by curiosity and a thirst for knowledge.",Curiosity,Morning,InquisitiveMind,Twitter,#Curiosity #Learning,15.0,30.0, USA          ,2023,4,15,10,Neutral
"Lost in the vast sea of information, an indifferent wave in the digital ocean.",Indifference,Evening,ApatheticObserver,Instagram,#Indifference #DigitalOverload,7.0,15.0, Canada          ,2022,11,28,17,Neutral
"The complex puzzle of life leaves me in a state of perpetual confusion, seeking answers in the chaos.",Confusion,Morning,SeekingClarity,Facebook,#Confusion #LifePuzzle,10.0,20.0, UK           ,2020,4,2,9,Neutral
"A numbness settles over me, a shield against the overwhelming emotions life throws my way.",Numbness,Afternoon,EmotionallyDistant,Twitter,#Numbness #EmotionalShield,8.0,15.0, India        ,2021,8,10,14,Neutral
"Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time.",Melancholy,Night,SunsetDreamer,Instagram,#Melancholy #SunsetMoments,12.0,25.0, Australia     ,2019,6,18,20,Neutral
"Revisiting old photographs, caught in the embrace of nostalgia's bittersweet symphony.",Nostalgia,Evening,MemoryLaneTraveler,Facebook,#Nostalgia #MemoryLane,10.0,20.0, USA          ,2018,2,5,15,Neutral
"Torn between conflicting emotions, an ambivalence that paints my decisions in shades of uncertainty.",Ambivalence,Afternoon,MixedFeelings,Twitter,#Ambivalence #UncertainChoices,12.0,25.0, Canada        ,2022,5,30,11,Neutral
"Embracing the ebb and flow of life, finding acceptance in the dance of existence.",Acceptance,Evening,ZenLifestyle,Instagram,#Acceptance #LifeJourney,15.0,30.0, UK           ,2023,1,10,16,Positive
"Facing challenges head-on, a determination that fuels the fire within to achieve the impossible.",Determination,Afternoon,ResilientSpirit,Facebook,#Determination #AchieveTheImpossible,10.0,20.0, India        ,2020,9,18,13,Neutral
"Serenity found in the stillness of nature, a tranquil retreat from the chaos of the modern world.",Serenity,Night,NatureSoul,Twitter,#Serenity #NatureRetreat,12.0,25.0, Australia    ,2021,7,3,19,Positive
"Curiosity leading me down the rabbit hole of knowledge, a perpetual student in life's classroom.",Curiosity,Morning,EternalLearner,Instagram,#Curiosity #KnowledgeQuest,20.0,40.0, USA          ,2022,10,8,8,Neutral
"Floating through the day with an air of indifference, detached from the mundane happenings around.",Indifference,Evening,AloofObserver,Facebook,#Indifference #FloatingThroughLife,10.0,20.0, Canada        ,2023,3,22,16,Neutral
"Entangled in the web of thoughts, confusion reigning as I navigate the labyrinth of ideas.",Confusion,Afternoon,ThoughtExplorer,Twitter,#Confusion #ThoughtLabyrinth,15.0,30.0, UK            ,2021,5,15,11,Neutral
"Numb to the chaos, emotions locked away, a stoic facade concealing the inner turmoil.",Numbness,Afternoon,StoicSoul,Instagram,#Numbness #StoicFacade,8.0,15.0, Australia     ,2019,12,28,14,Neutral
"Melancholy whispers in the breeze, a silent conversation with the echoes of forgotten dreams.",Melancholy,Night,DreamerInSilence,Facebook,#Melancholy #WhispersInTheBreeze,12.0,25.0, India         ,2020,3,1,19,Neutral
"Stumbling upon an old journal, nostalgia flooding in waves, carrying me to moments long gone.",Nostalgia,Evening,JournalKeeper,Twitter,#Nostalgia #JournalMoments,10.0,20.0, Canada        ,2018,7,10,15,Neutral
"A tapestry of conflicting feelings, weaving through uncertainty, caught in the threads of ambivalence.",Ambivalence,Morning,ThreadWeaver,Instagram,#Ambivalence #ConflictingFeelings,12.0,25.0, UK            ,2022,1,5,10,Neutral
"Embracing the flaws, finding acceptance in imperfection, a journey towards self-love.",Acceptance,Evening,SelfLoveAdvocate,Facebook,#Acceptance #SelfLoveJourney,15.0,30.0, Australia    ,2021,8,20,16,Positive
"Determination burning like a wildfire, overcoming obstacles, turning dreams into reality.",Determination,Afternoon,DreamChaser,Twitter,#Determination #DreamsIntoReality,18.0,35.0, USA          ,2019,11,3,13,Neutral
"Tranquil moments by the ocean, serenity washing over, a peaceful retreat within the waves' embrace.",Serenity,Night,OceanSoul,Instagram,#Serenity #OceanRetreat,25.0,50.0, Canada        ,2020,4,12,19,Positive
"Exploring new horizons with the spark of curiosity, an adventurer in the vast landscape of knowledge.",Curiosity,Morning,HorizonExplorer,Facebook,#Curiosity #NewHorizons,22.0,45.0, India         ,2022,4,15,8,Neutral
"Drifting through the day with a nonchalant demeanor, embracing the art of indifference.",Indifference,Evening,NonchalantSpirit,Twitter,#Indifference #DriftingThroughLife,9.0,18.0, UK            ,2023,2,10,17,Neutral
"Wrestling with thoughts, a perplexed mind lost in the labyrinth of life's complexities.",Confusion,Afternoon,ComplexThinker,Instagram,#Confusion #PerplexedMind,14.0,28.0, Australia    ,2020,8,5,12,Neutral
"Immersed in a state of emotional numbness, a shield against the storm of daily struggles.",Numbness,Evening,ShieldedHeart,Facebook,#Numbness #EmotionalShield,10.0,20.0, USA          ,2021,12,1,15,Neutral
"A melancholic symphony playing in the background, the soundtrack of a wistful heart.",Melancholy,Night,SymphonySoul,Twitter,#Melancholy #WistfulHeart,13.0,26.0, Canada        ,2019,3,25,21,Neutral
"Flipping through the pages of an old yearbook, nostalgia painting smiles and tears on my face.",Nostalgia,Afternoon,YearbookExplorer,Instagram,#Nostalgia #YearbookMemories,12.0,25.0, India         ,2017,6,18,14,Neutral
"Torn between opposing emotions, an ambivalence that colors my decisions with shades of uncertainty.",Ambivalence,Afternoon,DecisiveDilemma,Facebook,#Ambivalence #ShadesOfUncertainty,15.0,30.0, Australia    ,2022,7,8,11,Neutral
"Embracing life's imperfections, finding acceptance in the journey, scars and all.",Acceptance,Evening,ImperfectHarmony,Twitter,#Acceptance #ImperfectJourney,18.0,36.0, Canada        ,2023,5,15,16,Positive
"A fiery determination burning within, fueled by the vision of reaching unparalleled heights.",Determination,Afternoon,VisionarySpirit,Instagram,#Determination #UnparalleledHeights,20.0,40.0, UK            ,2021,9,10,14,Neutral
"Basking in the serenity of a quiet forest, where the whispers of nature bring peace to the soul.",Serenity,Evening,ForestDreamer,Facebook,#Serenity #NatureWhispers,25.0,50.0, USA          ,2020,2,28,18,Positive
"Indifferent to the noise of the world, a silent observer in the midst of life's cacophony.",Indifference,Evening,SilentSpectator,Instagram,#Indifference #SilentObserver,9.0,18.0, India         ,2023,3,10,16,Neutral
"Navigating through the labyrinth of thoughts, confusion a constant companion in the maze of ideas.",Confusion,Afternoon,MazeNavigator,Facebook,#Confusion #ThoughtLabyrinth,14.0,28.0, Australia    ,2021,5,2,11,Neutral
"An impenetrable numbness shields me from the emotional storms, a fortress of stoic resilience.",Numbness,Afternoon,ResilientFortress,Twitter,#Numbness #StoicResilience,11.0,22.0, UK            ,2019,10,18,14,Neutral
"Melancholy painting the world in hues of nostalgia, a canvas of bittersweet memories.",Melancholy,Night,CanvasDreamer,Instagram,#Melancholy #BittersweetMemories,13.0,26.0, USA          ,2020,1,5,20,Neutral
"A journey into the past, flipping through the pages of an old diary, nostalgia taking the lead.",Nostalgia,Evening,DiaryExplorer,Facebook,#Nostalgia #DiaryJourney,12.0,25.0, Canada        ,2018,8,10,15,Neutral
"Ambivalence clouding decisions, caught in the crossroads of conflicting emotions.",Ambivalence,Morning,CrossroadsTraveler,Twitter,#Ambivalence #ConflictingEmotions,15.0,30.0, India         ,2022,1,15,10,Neutral
"Embracing imperfections, finding acceptance in the mosaic of life's beautiful chaos.",Acceptance,Evening,MosaicDreamer,Instagram,#Acceptance #BeautifulChaos,18.0,36.0, Australia     ,2021,7,20,16,Positive
"Determination as the driving force, propelling me forward on the path to extraordinary achievements.",Determination,Afternoon,PathfinderSpirit,Facebook,#Determination #ExtraordinaryPath,20.0,40.0, USA          ,2019,12,3,13,Neutral
"Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life.",Serenity,Night,RaindropHarmony,Twitter,#Serenity #RaindropMelody,25.0,50.0, Canada        ,2020,4,12,19,Positive
"Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories.",Curiosity,Morning,SeekerOfUnknowns,Instagram,#Curiosity #SeekerOfKnowledge,22.0,45.0, UK            ,2022,5,8,8,Neutral
"Drifting through the day with an air of nonchalance, indifferent to the trivialities of life.",Indifference,Evening,NonchalantWanderer,Facebook,#Indifference #DriftingThroughLife,9.0,18.0, India         ,2023,2,22,17,Neutral
"Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity.",Confusion,Afternoon,ShadowedSeeker,Twitter,#Confusion #LabyrinthOfThoughts,14.0,28.0, Australia    ,2020,6,5,12,Neutral
"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",Numbness,Evening,TurbulentShield,Instagram,#Numbness #EmotionalStorms,10.0,20.0, Canada        ,2021,11,30,15,Neutral
"Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning.",Melancholy,Night,WistfulPainter,Facebook,#Melancholy #WistfulYearning,13.0,26.0, UK            ,2019,2,25,21,Neutral
"Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears.",Nostalgia,Afternoon,TaleWeaver,Twitter,#Nostalgia #PhotoAlbumStories,12.0,25.0, USA          ,2017,5,18,14,Neutral
"Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions.",Ambivalence,Afternoon,CrossroadsExplorer,Instagram,#Ambivalence #CrossroadsConfusion,15.0,30.0, Canada        ,2022,8,5,11,Neutral
"Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art.",Acceptance,Evening,MosaicArtist,Facebook,#Acceptance #UnpredictableArt,18.0,36.0, Australia    ,2023,6,15,16,Positive
"Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities.",Determination,Afternoon,DreamSculptor,Twitter,#Determination #SculptingDreams,20.0,40.0, UK            ,2021,10,10,14,Neutral
"Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul.",Serenity,Night,MoonlitSoul,Instagram,#Serenity #MoonlitPeace,25.0,50.0, USA          ,2020,5,12,19,Positive
"Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world.",Curiosity,Morning,FearlessExplorer,Facebook,#Curiosity #FearlessExplorer,22.0,44.0, India         ,2022,12,1,9,Neutral
"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence.",Numbness,Evening,TurbulentShield,Instagram,#Numbness #EmotionalStorms,10.0,20.0, Canada ,2021,11,30,15,Neutral
"Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn.",Zest,Evening,JoyfulDancer,Twitter,#Zest #CarefreeSpirit,15.0,30.0, USA ,2018,7,12,17,Neutral
"Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart.",Contentment,Night,SereneBasker,Facebook,#Contentment #GoldenGlow,18.0,36.0, Australia ,2020,9,5,20,Positive
"Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism.",Hopeful,Morning,DreamPainter,Instagram,#Hopeful #CanvasOfDreams,12.0,24.0, India ,2022,4,18,8,Positive
"Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment.",Proud,Afternoon,OakAchiever,Twitter,#Proud #BranchesOfAchievement,25.0,50.0, Canada ,2019,12,10,12,Neutral
"A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection.",Grateful,Morning,HeartGardener,Facebook,#Grateful #BlossomingConnection,20.0,40.0, USA ,2023,2,28,9,Neutral
"Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others.",Empathetic,Afternoon,ThreadWeaver,Instagram,#Empathetic #TapestryOfUnderstanding,15.0,30.0, UK ,2018,4,3,14,Neutral
"Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering.",Compassionate,Morning,CloudCaretaker,Twitter,#Compassionate #ShowerOfEmpathy,18.0,36.0, Australia ,2022,6,20,10,Neutral
"Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness.",Playful,Evening,RainDancer,Facebook,#Playful #DanceInTheRain,22.0,44.0, Canada ,2020,7,8,18,Positive
"Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence.",Free-spirited,Afternoon,SkyPainter,Instagram,#FreeSpirit #PaintingTheSky,20.0,40.0, India ,2021,8,15,11,Positive
"Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms.",Inspired,Evening,PhoenixExplorer,Twitter,#Inspired #CreativePhoenix,15.0,30.0, UK ,2019,10,25,16,Positive
"Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation.",Hopeful,Morning,SunriseNavigator,Facebook,#Hopeful #SunriseOfPossibilities,12.0,24.0, USA ,2023,10,5,7,Positive
"Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed.",Confident,Afternoon,SandStrider,Instagram,#Confident #FootprintsOfAssuredness,25.0,50.0, Australia ,2022,2,15,13,Positive
"Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams.",Serenity,Night,NightSerenader,Twitter,#Serenity #MoonlitSerenade,13.0,26.0, Canada ,2021,5,8,22,Positive
"Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge.",Curiosity,Afternoon,KnowledgeSeeker,Instagram,#Curiosity #LabyrinthOfQuestions,17.0,34.0, USA ,2020,11,29,14,Neutral
"In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties.",Ambivalence,Morning,BreezeWaltzer,Facebook,#Ambivalence #AutumnWaltz,14.0,28.0, UK ,2019,9,14,10,Neutral
"Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments.",Grateful,Night,StarNavigator,Twitter,#Grateful #GuidingStar,19.0,38.0, Australia ,2022,3,12,19,Neutral
"With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy.",Zest,Evening,MeadowSprinter,Instagram,#Zest #FieldsOfEnthusiasm,16.0,32.0, India ,2023,3,30,16,Neutral
"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",Compassionate,Afternoon,RainNurturer,Facebook,#Compassionate #TearsOfEmpathy,21.0,42.0, Canada ,2021,7,1,12,Neutral
"Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.",Proud,Morning,PeakConqueror,Twitter,#Proud #ScalingPeaks,23.0,46.0, USA ,2020,1,5,8,Neutral
"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,Morning,DawnGardener,Instagram,#Hopeful #SeedsOfOptimism,14.0,28.0, UK ,2022,7,17,6,Positive
"A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.",Playful,Evening,CarnivalDreamer,Facebook,#Playful #CarnivalEscapade,24.0,48.0, Australia ,2018,8,22,17,Positive
"Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams.",Inspired,Afternoon,SkyArtist,Twitter,#Inspired #CloudsOfCreativity,18.0,36.0, India ,2021,12,8,14,Positive
"Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance.",Contentment,Morning,RiverNavigator,Instagram,#Contentment #TranquilWaters,20.0,40.0, Canada ,2019,4,27,9,Positive
"With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care.",Empathetic,Night,LanternWanderer,Facebook,#Empathetic #LanternOfCompassion,16.0,32.0, USA ,2023,9,3,21,Neutral
"A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities.",Free-spirited,Morning,DreamSoarer,Twitter,#FreeSpirit #WingsOfDreams,22.0,44.0, UK ,2020,6,10,10,Positive
"Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart.",Grateful,Evening,SunsetAdmirer,Instagram,#Grateful #GoldenHues,19.0,38.0, Australia ,2022,4,1,18,Neutral
"Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace.",Confident,Afternoon,DanceStrider,Facebook,#Confident #DanceOfLife,23.0,46.0, Canada ,2021,1,15,13,Positive
"Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities.",Hopeful,Morning,WindWhisperer,Twitter,#Hopeful #BrighterTomorrows,15.0,30.0, India ,2023,5,6,7,Positive
"Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air.",Playful,Evening,JugglingArtist,Instagram,#Playful #JugglingResponsibilities,25.0,50.0, USA ,2019,11,18,15,Positive
"Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination.",Inspired,Night,StarStoryteller,Facebook,#Inspired #TalesToTheStars,14.0,28.0, UK ,2020,8,29,20,Positive
"Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored.",Hopeful,Afternoon,WaveNavigator,Twitter,#Hopeful #SailorOfDreams,17.0,34.0, Australia ,2022,10,30,11,Positive
"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",Compassionate,Afternoon,RainNurturer,Instagram,#Compassionate #TearsOfEmpathy,21.0,42.0, Canada ,2021,7,1,12,Neutral
"Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.",Proud,Morning,PeakConqueror,Twitter,#Proud #ScalingPeaks,23.0,46.0, USA ,2020,1,5,8,Neutral
"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,Morning,DawnGardener,Instagram,#Hopeful #SeedsOfOptimism,14.0,28.0, UK ,2022,7,17,6,Positive
"A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.",Playful,Evening,CarnivalDreamer,Facebook,#Playful #CarnivalEscapade,24.0,48.0, Australia ,2018,8,22,17,Positive
"Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams.",Inspired,Afternoon,SkyArtist,Twitter,#Inspired #CloudsOfCreativity,18.0,36.0, India ,2021,12,8,14,Positive
"Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance.",Contentment,Morning,RiverNavigator,Instagram,#Contentment #TranquilWaters,20.0,40.0, Canada ,2019,4,27,9,Positive
"With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care.",Empathetic,Night,LanternWanderer,Facebook,#Empathetic #LanternOfCompassion,16.0,32.0, USA ,2023,9,3,21,Neutral
"A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities.",Free-spirited,Morning,DreamSoarer,Twitter,#FreeSpirit #WingsOfDreams,22.0,44.0, UK ,2020,6,10,10,Positive
"Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart.",Grateful,Evening,SunsetAdmirer,Instagram,#Grateful #GoldenHues,19.0,38.0, Australia ,2022,4,1,18,Neutral
"Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace.",Confident,Afternoon,DanceStrider,Facebook,#Confident #DanceOfLife,23.0,46.0, Canada ,2021,1,15,13,Positive
"Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities.",Hopeful,Morning,WindWhisperer,Twitter,#Hopeful #BrighterTomorrows,15.0,30.0, India ,2023,5,6,7,Positive
"Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air.",Playful,Evening,JugglingArtist,Instagram,#Playful #JugglingResponsibilities,25.0,50.0, USA ,2019,11,18,15,Positive
"Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination.",Inspired,Night,StarStoryteller,Facebook,#Inspired #TalesToTheStars,14.0,28.0, UK ,2020,8,29,20,Positive
"Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored.",Hopeful,Afternoon,WaveNavigator,Twitter,#Hopeful #SailorOfDreams,17.0,34.0, Australia ,2022,10,30,11,Positive
"A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections.",Compassionate,Afternoon,RainNurturer,Instagram,#Compassionate #TearsOfEmpathy,21.0,42.0, Canada ,2021,7,1,12,Neutral
"Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success.",Proud,Morning,PeakConqueror,Twitter,#Proud #ScalingPeaks,23.0,46.0, USA ,2020,1,5,8,Neutral
"Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow.",Hopeful,Morning,DawnGardener,Instagram,#Hopeful #SeedsOfOptimism,14.0,28.0, India ,2022,7,17,6,Positive
"A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere.",Playful,Evening,CarnivalDreamer,Facebook,#Playful #CarnivalEscapade,24.0,48.0, Australia ,2018,8,22,17,Positive
"Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness.",Despair,Evening,ShatteredHeart,Instagram,#Despair #EchoingSilence,8.0,16.0, Canada ,2021,9,15,16,Negative
"Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace.",Bitterness,Afternoon,VenomousSoul,Facebook,#Bitterness #ResentmentWeb,12.0,24.0, UK ,2019,3,8,14,Negative
"Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing.",Loneliness,Afternoon,DesertWanderer,Twitter,#Loneliness #MiragesOfConnection,15.0,30.0, USA ,2017,7,20,11,Negative
"Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude.",Yearning,Night,ColdEmbrace,Instagram,#Yearning #DistantWarmth,10.0,20.0, Australia ,2020,11,2,19,Negative
"Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors.",Fearful,Night,NightPrisoner,Facebook,#Fearful #ImaginedHorrors,18.0,36.0, India ,2022,5,12,2,Negative
"Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion.",Apprehensive,Afternoon,TightropeWalker,Twitter,#Apprehensive #BalancingAct,14.0,28.0, UK ,2023,4,8,13,Negative
"Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion.",Overwhelmed,Evening,AtlasBearer,Instagram,#Overwhelmed #BouldersOfExhaustion,22.0,44.0, Canada ,2021,6,25,17,Negative
"Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success.",Jealous,Morning,GreenMonster,Facebook,#Jealous #GreenEyedMonster,16.0,32.0, USA ,2019,8,30,10,Negative
"Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises.",Devastated,Evening,StormSurvivor,Twitter,#Devastated #WindsOfBrokenPromises,25.0,50.0, Australia ,2022,8,3,15,Negative
"Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations.",Frustrated,Morning,PuzzleComposer,Instagram,#Frustrated #UnsolvablePuzzle,12.0,24.0, India ,2020,12,17,9,Negative
"Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach.",Envious,Night,GildedHeartache,Facebook,#Envious #GildedPrize,20.0,40.0, USA ,2021,2,28,22,Negative
"Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition.",Dismissive,Afternoon,IndifferentFort,Twitter,#Dismissive #ImpenetrableWalls,14.0,28.0, UK ,2018,5,10,14,Neutral
"Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration.",Frustrated,Afternoon,DreamMosaic,Instagram,#Frustrated #MosaicOfDisappointment,15.0,30.0, Canada ,2022,1,7,11,Negative
"Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne.",Loneliness,Night,NocturnalEcho,Facebook,#Loneliness #SolitaryNocturne,18.0,36.0, Australia ,2019,9,19,3,Negative
"Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune.",Fearful,Night,DarkWhispers,Twitter,#Fearful #SpecterOfTheUnknown,13.0,26.0, UK ,2023,7,14,23,Negative
"Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time.",Bitterness,Evening,LingeringTaste,Instagram,#Bitterness #BitterAftertaste,10.0,20.0, India ,2020,4,5,16,Negative
"Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat.",Overwhelmed,Morning,TempestSurvivor,Facebook,#Overwhelmed #DrowningSoul,20.0,40.0, USA ,2021,11,29,8,Negative
